date,open,high,low,close,volume
2025-04-28 09:15:00+05:30,24070.25,24227.8,24054.05,24176.6,0
2025-04-28 09:45:00+05:30,24175.75,24279.3,24174.3,24275.85,0
2025-04-28 10:15:00+05:30,24276.0,24283.0,24229.35,24245.35,0
2025-04-28 10:45:00+05:30,24245.45,24282.9,24227.75,24235.0,0
2025-04-28 11:15:00+05:30,24236.2,24280.45,24210.75,24276.55,0
2025-04-28 11:45:00+05:30,24276.55,24297.9,24261.3,24289.65,0
2025-04-28 12:15:00+05:30,24292.3,24352.1,24286.95,24336.45,0
2025-04-28 12:45:00+05:30,24339.5,24355.1,24313.5,24339.0,0
2025-04-28 13:15:00+05:30,24341.85,24351.55,24319.9,24341.95,0
2025-04-28 13:45:00+05:30,24344.6,24352.3,24325.9,24350.6,0
2025-04-28 14:15:00+05:30,24352.6,24353.7,24265.45,24273.65,0
2025-04-28 14:45:00+05:30,24276.45,24341.3,24260.9,24324.1,0
2025-04-28 15:15:00+05:30,24325.6,24337.75,24309.55,24312.9,0
2025-04-29 09:15:00+05:30,24370.7,24457.65,24303.9,24316.6,0
2025-04-29 09:45:00+05:30,24317.85,24396.15,24290.75,24351.55,0
2025-04-29 10:15:00+05:30,24351.3,24354.1,24305.5,24321.5,0
2025-04-29 10:45:00+05:30,24321.85,24369.85,24317.95,24356.05,0
2025-04-29 11:15:00+05:30,24356.55,24360.35,24334.95,24354.4,0
2025-04-29 11:45:00+05:30,24354.65,24355.8,24302.45,24316.6,0
2025-04-29 12:15:00+05:30,24316.4,24347.95,24304.1,24341.85,0
2025-04-29 12:45:00+05:30,24338.8,24369.5,24330.6,24356.85,0
2025-04-29 13:15:00+05:30,24355.45,24376.05,24341.35,24353.9,0
2025-04-29 13:45:00+05:30,24352.7,24375.5,24347.65,24365.95,0
2025-04-29 14:15:00+05:30,24366.9,24368.3,24339.0,24356.45,0
2025-04-29 14:45:00+05:30,24356.2,24358.0,24324.45,24326.45,0
2025-04-29 15:15:00+05:30,24326.2,24348.5,24310.6,24325.45,0
2025-04-30 09:15:00+05:30,24342.05,24365.7,24268.8,24348.5,0
2025-04-30 09:45:00+05:30,24346.3,24395.2,24346.3,24353.75,0
2025-04-30 10:15:00+05:30,24353.8,24362.95,24290.4,24321.2,0
2025-04-30 10:45:00+05:30,24321.5,24354.45,24317.9,24329.95,0
2025-04-30 11:15:00+05:30,24330.5,24371.6,24326.45,24332.3,0
2025-04-30 11:45:00+05:30,24331.9,24353.7,24313.55,24344.95,0
2025-04-30 12:15:00+05:30,24344.3,24365.0,24339.45,24356.5,0
2025-04-30 12:45:00+05:30,24357.1,24360.1,24326.7,24333.8,0
2025-04-30 13:15:00+05:30,24333.75,24350.8,24327.45,24349.5,0
2025-04-30 13:45:00+05:30,24348.8,24353.25,24334.55,24340.65,0
2025-04-30 14:15:00+05:30,24340.0,24344.25,24324.15,24339.5,0
2025-04-30 14:45:00+05:30,24338.85,24396.15,24338.3,24348.85,0
2025-04-30 15:15:00+05:30,24349.8,24353.15,24198.75,24334.2,0
2025-04-30 15:45:00+05:30,24334.2,24334.2,24334.2,24334.2,0
2025-05-02 09:15:00+05:30,24311.9,24551.25,24305.85,24529.85,0
2025-05-02 09:45:00+05:30,24530.6,24589.15,24516.7,24581.95,0
2025-05-02 10:15:00+05:30,24581.85,24587.25,24468.6,24502.05,0
2025-05-02 10:45:00+05:30,24502.05,24507.2,24404.7,24422.9,0
2025-05-02 11:15:00+05:30,24424.65,24443.05,24319.75,24336.1,0
2025-05-02 11:45:00+05:30,24336.05,24365.0,24299.8,24315.0,0
2025-05-02 12:15:00+05:30,24314.05,24314.15,24238.5,24283.3,0
2025-05-02 12:45:00+05:30,24282.8,24310.85,24266.2,24297.0,0
2025-05-02 13:15:00+05:30,24297.05,24412.2,24296.25,24392.35,0
2025-05-02 13:45:00+05:30,24391.95,24405.8,24359.0,24373.55,0
2025-05-02 14:15:00+05:30,24372.45,24389.2,24286.9,24326.65,0
2025-05-02 14:45:00+05:30,24325.35,24397.75,24319.1,24367.15,0
2025-05-02 15:15:00+05:30,24365.45,24368.15,24309.85,24313.65,0
2025-05-05 09:15:00+05:30,24419.5,24477.9,24400.65,24449.15,0
2025-05-05 09:45:00+05:30,24449.8,24511.3,24439.4,24479.1,0
2025-05-05 10:15:00+05:30,24479.8,24526.4,24468.3,24522.65,0
2025-05-05 10:45:00+05:30,24521.6,24523.55,24459.65,24486.2,0
2025-05-05 11:15:00+05:30,24487.2,24495.9,24436.15,24447.05,0
2025-05-05 11:45:00+05:30,24447.25,24459.75,24414.45,24448.7,0
2025-05-05 12:15:00+05:30,24448.7,24460.6,24430.0,24456.1,0
2025-05-05 12:45:00+05:30,24455.65,24477.0,24441.7,24451.05,0
2025-05-05 13:15:00+05:30,24451.25,24476.05,24434.05,24473.65,0
2025-05-05 13:45:00+05:30,24473.85,24492.9,24469.5,24472.9,0
2025-05-05 14:15:00+05:30,24473.9,24492.15,24455.0,24475.95,0
2025-05-05 14:45:00+05:30,24475.7,24487.0,24442.15,24448.3,0
2025-05-05 15:15:00+05:30,24448.6,24475.2,24447.5,24459.5,0
2025-05-06 09:15:00+05:30,24500.75,24509.65,24421.0,24458.1,0
2025-05-06 09:45:00+05:30,24457.65,24459.5,24379.8,24389.7,0
2025-05-06 10:15:00+05:30,24388.7,24399.2,24369.1,24397.05,0
2025-05-06 10:45:00+05:30,24397.6,24406.15,24384.7,24387.95,0
2025-05-06 11:15:00+05:30,24388.1,24390.35,24356.75,24361.15,0
2025-05-06 11:45:00+05:30,24359.8,24396.85,24357.35,24392.2,0
2025-05-06 12:15:00+05:30,24390.4,24402.05,24378.1,24385.35,0
2025-05-06 12:45:00+05:30,24384.05,24394.2,24367.05,24383.25,0
2025-05-06 13:15:00+05:30,24382.8,24396.05,24376.0,24391.6,0
2025-05-06 13:45:00+05:30,24390.05,24408.4,24379.05,24389.05,0
2025-05-06 14:15:00+05:30,24387.25,24390.65,24361.9,24379.9,0
2025-05-06 14:45:00+05:30,24377.5,24400.65,24355.5,24387.65,0
2025-05-06 15:15:00+05:30,24387.7,24389.25,24331.8,24335.9,0
2025-05-07 09:15:00+05:30,24233.3,24449.6,24220.0,24402.85,0
2025-05-07 09:45:00+05:30,24402.1,24404.55,24290.3,24304.1,0
2025-05-07 10:15:00+05:30,24303.5,24372.85,24285.0,24355.9,0
2025-05-07 10:45:00+05:30,24356.9,24373.75,24324.75,24372.6,0
2025-05-07 11:15:00+05:30,24372.5,24430.4,24372.5,24408.95,0
2025-05-07 11:45:00+05:30,24408.8,24408.8,24349.75,24374.85,0
2025-05-07 12:15:00+05:30,24374.65,24398.25,24365.65,24388.35,0
2025-05-07 12:45:00+05:30,24388.65,24400.4,24354.95,24362.05,0
2025-05-07 13:15:00+05:30,24362.0,24372.65,24345.35,24355.9,0
2025-05-07 13:45:00+05:30,24355.7,24422.95,24346.15,24406.9,0
2025-05-07 14:15:00+05:30,24410.95,24426.05,24367.85,24414.7,0
2025-05-07 14:45:00+05:30,24416.15,24424.05,24394.4,24407.05,0
2025-05-07 15:15:00+05:30,24406.8,24425.05,24403.8,24409.3,0
2025-05-08 09:15:00+05:30,24431.5,24447.25,24373.45,24391.5,0
2025-05-08 09:45:00+05:30,24391.9,24402.2,24373.85,24391.55,0
2025-05-08 10:15:00+05:30,24391.55,24412.3,24384.35,24398.9,0
2025-05-08 10:45:00+05:30,24398.8,24407.8,24390.3,24398.05,0
2025-05-08 11:15:00+05:30,24397.45,24415.8,24397.45,24408.55,0
2025-05-08 11:45:00+05:30,24407.45,24410.2,24396.7,24403.4,0
2025-05-08 12:15:00+05:30,24403.25,24411.2,24395.35,24397.15,0
2025-05-08 12:45:00+05:30,24396.2,24403.9,24381.05,24385.95,0
2025-05-08 13:15:00+05:30,24384.85,24386.7,24330.45,24337.45,0
2025-05-08 13:45:00+05:30,24336.65,24361.1,24313.5,24316.95,0
2025-05-08 14:15:00+05:30,24317.55,24357.3,24314.8,24338.2,0
2025-05-08 14:45:00+05:30,24338.05,24339.9,24244.0,24309.15,0
2025-05-08 15:15:00+05:30,24308.45,24310.9,24150.2,24273.8,0
2025-05-08 15:45:00+05:30,24273.8,24273.8,24273.8,24273.8,0
2025-05-09 09:15:00+05:30,23935.75,24164.25,23935.75,24090.5,0
2025-05-09 09:45:00+05:30,24092.25,24111.7,23949.2,24060.65,0
2025-05-09 10:15:00+05:30,24061.2,24086.75,24007.75,24009.25,0
2025-05-09 10:45:00+05:30,24008.65,24019.0,23976.65,24012.85,0
2025-05-09 11:15:00+05:30,24012.3,24121.3,23999.45,24057.55,0
2025-05-09 11:45:00+05:30,24055.9,24060.85,24013.95,24049.7,0
2025-05-09 12:15:00+05:30,24049.85,24054.55,24004.85,24006.85,0
2025-05-09 12:45:00+05:30,24006.8,24045.6,23992.8,24009.25,0
2025-05-09 13:15:00+05:30,24008.8,24024.7,23961.7,23980.65,0
2025-05-09 13:45:00+05:30,23980.35,24013.5,23972.85,24005.05,0
2025-05-09 14:15:00+05:30,24004.6,24032.75,23960.95,23987.3,0
2025-05-09 14:45:00+05:30,23986.15,24025.7,23985.65,24000.55,0
2025-05-09 15:15:00+05:30,23999.3,24046.9,23997.35,24038.65,0
2025-05-12 09:15:00+05:30,24420.1,24633.6,24378.85,24591.7,0
2025-05-12 09:45:00+05:30,24592.85,24737.8,24592.4,24682.65,0
2025-05-12 10:15:00+05:30,24682.3,24723.55,24673.3,24699.75,0
2025-05-12 10:45:00+05:30,24699.95,24714.85,24669.1,24702.85,0
2025-05-12 11:15:00+05:30,24703.2,24745.75,24698.55,24728.2,0
2025-05-12 11:45:00+05:30,24728.2,24731.2,24711.35,24721.3,0
2025-05-12 12:15:00+05:30,24723.3,24806.3,24690.35,24790.0,0
2025-05-12 12:45:00+05:30,24789.9,24807.05,24772.35,24789.15,0
2025-05-12 13:15:00+05:30,24789.15,24850.4,24789.0,24843.95,0
2025-05-12 13:45:00+05:30,24845.2,24866.95,24830.1,24866.2,0
2025-05-12 14:15:00+05:30,24866.25,24907.2,24854.75,24862.35,0
2025-05-12 14:45:00+05:30,24862.2,24930.4,24858.2,24907.45,0
2025-05-12 15:15:00+05:30,24906.05,24944.8,24904.75,24920.25,0
2025-05-13 09:15:00+05:30,24864.05,24973.8,24675.6,24745.2,0
2025-05-13 09:45:00+05:30,24747.25,24789.45,24677.6,24770.85,0
2025-05-13 10:15:00+05:30,24771.1,24797.6,24634.9,24700.8,0
2025-05-13 10:45:00+05:30,24701.15,24837.8,24683.1,24724.55,0
2025-05-13 11:15:00+05:30,24725.05,24817.9,24723.25,24740.9,0
2025-05-13 11:45:00+05:30,24739.45,24771.45,24693.9,24755.45,0
2025-05-13 12:15:00+05:30,24755.55,24772.0,24640.2,24644.05,0
2025-05-13 12:45:00+05:30,24644.5,24665.25,24597.6,24630.8,0
2025-05-13 13:15:00+05:30,24633.4,24637.0,24588.35,24614.5,0
2025-05-13 13:45:00+05:30,24613.45,24617.85,24576.0,24590.45,0
2025-05-13 14:15:00+05:30,24590.25,24617.5,24560.7,24601.15,0
2025-05-13 14:45:00+05:30,24599.85,24636.85,24559.15,24560.0,0
2025-05-13 15:15:00+05:30,24561.05,24594.3,24547.5,24578.35,0
2025-05-13 15:45:00+05:30,24578.35,24578.35,24578.35,24578.35,0
2025-05-14 09:15:00+05:30,24613.8,24745.5,24581.75,24742.8,0
2025-05-14 09:45:00+05:30,24742.85,24758.55,24690.8,24758.15,0
2025-05-14 10:15:00+05:30,24757.4,24767.55,24711.25,24733.8,0
2025-05-14 10:45:00+05:30,24734.0,24740.1,24683.45,24700.95,0
2025-05-14 11:15:00+05:30,24699.65,24724.9,24681.1,24686.25,0
2025-05-14 11:45:00+05:30,24686.55,24686.55,24633.05,24677.1,0
2025-05-14 12:15:00+05:30,24677.25,24679.65,24609.35,24629.7,0
2025-05-14 12:45:00+05:30,24629.9,24643.0,24535.55,24636.05,0
2025-05-14 13:15:00+05:30,24636.45,24660.95,24604.35,24628.5,0
2025-05-14 13:45:00+05:30,24628.55,24638.2,24596.75,24615.0,0
2025-05-14 14:15:00+05:30,24614.55,24665.65,24577.7,24625.55,0
2025-05-14 14:45:00+05:30,24624.95,24675.2,24618.4,24669.55,0
2025-05-14 15:15:00+05:30,24669.95,24696.75,24651.3,24685.75,0
2025-05-15 09:15:00+05:30,24694.45,24706.75,24538.2,24546.9,0
2025-05-15 09:45:00+05:30,24545.3,24585.55,24494.45,24561.7,0
2025-05-15 10:15:00+05:30,24562.2,24807.75,24533.2,24745.9,0
2025-05-15 10:45:00+05:30,24745.35,24790.15,24600.6,24617.25,0
2025-05-15 11:15:00+05:30,24617.25,24683.2,24601.15,24635.85,0
2025-05-15 11:45:00+05:30,24636.15,24707.9,24614.05,24661.05,0
2025-05-15 12:15:00+05:30,24662.05,24740.05,24626.3,24643.55,0
2025-05-15 12:45:00+05:30,24643.3,24888.9,24636.15,24886.3,0
2025-05-15 13:15:00+05:30,24887.15,25003.05,24848.8,24986.25,0
2025-05-15 13:45:00+05:30,24987.35,25106.05,24987.25,25091.0,0
2025-05-15 14:15:00+05:30,25091.5,25116.25,25044.35,25087.45,0
2025-05-15 14:45:00+05:30,25089.15,25089.15,25040.0,25056.4,0
2025-05-15 15:15:00+05:30,25055.2,25063.45,25035.3,25035.3,0
2025-05-16 09:15:00+05:30,25064.65,25070.0,24983.15,25017.1,0
2025-05-16 09:45:00+05:30,25017.25,25030.7,24975.8,25005.15,0
